time,length,src,dst,src_port,dst_port,protocol,ttl
1745488977.621437,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.621919,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.621921,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.621923,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622093,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.622116,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622177,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.62219,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622192,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622233,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.62231,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622311,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622312,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.622314,78,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.622439,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.622441,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.629152,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.629154,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.629281,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.632077,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.632669,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.637878,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637881,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637884,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637886,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637889,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637891,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637893,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637895,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637897,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.637899,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638177,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638182,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638187,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638286,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638292,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.638705,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.639088,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.641302,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.641305,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.641307,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.641615,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.643541,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.64378,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.64418,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.64424,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.644956,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.644959,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645025,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645038,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.645111,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.645135,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645182,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.64521,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645212,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645273,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.645313,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645356,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.64561,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645681,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645684,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.645685,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645687,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645748,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.645959,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645961,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.645964,78,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.646045,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.646047,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.64605,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.646052,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.646114,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.646116,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.646132,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.646133,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.646222,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.647326,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647328,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647406,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.647642,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647643,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647645,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647665,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647668,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.647706,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.647749,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.652651,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652656,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652659,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652661,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652664,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652666,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652669,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652672,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652744,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652747,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652967,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652971,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.652975,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.653239,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.653431,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.653434,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.653436,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.653438,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.653444,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.653538,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.655983,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.655991,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.655996,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656002,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656006,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656009,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656012,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656016,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.65602,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656023,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656026,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656031,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656034,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656039,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656043,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656047,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.65605,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656054,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656057,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.65606,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656065,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.656979,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.662254,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662258,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662261,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662263,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662266,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662269,78,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.662527,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.66253,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662532,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662535,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662537,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662712,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.662716,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.66298,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662982,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662984,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662986,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662988,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.66299,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.662992,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.663035,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.663166,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.663288,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.663289,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664074,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.664421,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664425,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664428,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664431,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664483,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664485,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664488,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664565,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.664613,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.664655,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664722,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.664834,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664836,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664837,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664839,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.664902,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.665142,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665145,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665147,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665196,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.665451,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665458,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.66546,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665462,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665513,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665514,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.665523,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.665552,80,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.666595,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.666597,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.666599,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.6666,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.666674,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.668121,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668124,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668126,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668132,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668134,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668262,82,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.668521,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.668573,80,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.670409,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670413,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.67042,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670422,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670424,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670545,80,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.670653,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670699,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.670738,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.67074,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670742,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670745,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670802,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.670817,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.67082,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.670868,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.672491,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672494,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672497,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672501,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672505,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672577,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672581,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672585,66,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.672586,101,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.672656,80,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.672833,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672837,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672839,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.672938,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.672939,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.67294,66,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.672968,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.673176,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.673217,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.674866,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674868,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674869,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674871,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674872,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674873,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.674956,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.675282,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.675285,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.675338,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.677029,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.677031,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.677034,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.677036,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.677112,78,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.68074,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680742,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680743,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680745,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680747,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680753,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680755,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680756,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.680836,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.681115,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681118,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681121,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681125,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681128,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681198,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681201,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681215,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.68126,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.681374,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681421,76,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.681461,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681464,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681522,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681523,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.681539,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.681564,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.683651,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.683654,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.683655,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.683657,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.683774,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.684036,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684038,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.68404,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684042,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684043,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684118,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.684863,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684864,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.684959,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.686741,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.686744,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.686752,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.686754,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.68687,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.692378,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692381,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692383,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.69264,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.692711,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692713,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692715,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692717,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692719,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692829,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692831,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.692892,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.692968,77,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.693134,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693137,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693141,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693203,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693208,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693353,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693358,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693363,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.69358,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.693794,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.693797,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.694113,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.694115,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.69414,77,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.694246,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.694253,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.694255,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.694257,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.694259,66,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.694466,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.694483,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.694484,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.715801,66,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.715925,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.715926,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.72963,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.729634,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.729637,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.72964,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.7298,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.73113,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.731133,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.731249,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.73396,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.733963,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.734047,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.737999,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.738002,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.738005,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.738008,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.738014,101,104.18.43.204,192.168.0.104,443,53152,TCP,56
1745488977.738178,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.73818,1454,192.168.0.104,104.18.43.204,53152,443,TCP,64
1745488977.746769,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.746853,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.747237,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747313,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.747796,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747799,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747802,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747805,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747807,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.74781,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747812,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747815,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.747948,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.750373,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.750383,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.750385,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.750499,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.754733,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.754855,75,192.168.0.104,74.125.4.9,54103,443,UDP,64
1745488977.758925,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.758928,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.758931,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.759255,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.759258,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
1745488977.759261,1242,74.125.4.9,192.168.0.104,443,54103,UDP,58
