src,src_port,dst,dst_port,protocol,packet_count,total_bytes,avg_packet_size,flow_duration,avg_ttl
3232235880,51027,577499148,443,0,-0.4302697989736955,-0.39076823077826184,-0.813088439366228,-0.6587402725018113,1.3335736527288082
2900375748,443,3232235880,59291,1,-0.30503859333603867,-0.3357368449196738,0.38614142523136424,2.8000971278979145,-0.6533890282276602
3232235880,62535,918577007,443,0,-0.4169473302888384,-0.38921874177836346,-0.6906713617531708,2.3422257718993515,4.099470991518924
3232235880,58917,3571999756,443,1,3.60910270627498,3.900589164437485,2.51267860384472,0.7452128591345688,2.22382816158432
2649752843,443,3232235880,62509,0,-0.2863871371772387,-0.3205593549020473,0.5487369831098281,-0.11111752213470688,-0.46544839857593745
3232235880,62560,520966921,443,0,-0.4276053052367241,-0.39038735080063314,-0.7263117767544407,-0.6472164842036456,-0.4231806264454292
3232235880,62581,3571999828,443,1,1.024543781412701,1.0984263144797453,2.3760066954749948,1.172425837757997,0.9055546116791342
2649813795,443,3232235880,60935,1,2.63389799854344,2.340542286977421,1.9413016357997788,2.256044526137452,-0.5526738352365348
3232235777,53,3232235880,60274,1,-0.4302697989736955,-0.3905951035157033,-0.7046176111014938,-0.660197312530465,-0.2752434239886514
3232235777,53,3232235880,53199,1,-0.4302697989736955,-0.3905431653369358,-0.6720763626220736,-0.6592050975760231,-0.2752434239886514
2649752844,443,3232235880,62564,0,-0.29970960586209583,-0.36412394507051216,-0.3668692281909096,-0.5714438116076735,-0.4579893799646714
2649752844,443,3232235880,62565,0,-0.3796444179712385,-0.374601029909676,-0.04466731786542039,-0.6337809709656644,-0.46544839857593745
3232235777,53,3232235880,50043,1,-0.4302697989736955,-0.3906008744244553,-0.7082333053769849,-0.6586870366457989,-0.2752434239886514
3232235777,53,3232235880,61035,1,-0.4302697989736955,-0.3906181871507111,-0.7190803882034584,-0.6585339201837439,-0.2752434239886514
3232235777,53,3232235880,55474,1,-0.4302697989736955,-0.39054893624568776,-0.6756920568975647,-0.6581307473008762,-0.2752434239886514
2649752842,443,3232235880,50656,1,-0.3636574555494099,-0.36091531980442837,0.3715201369669064,0.5071375479734361,-0.46221961042707926
3232235880,65453,3571999892,443,1,2.0557028576206413,1.90884080142473,2.0523434733814496,0.6490845190271473,0.8285302834859897
3232236031,15600,3232235817,49510,1,-0.4329342927106669,-0.3908836489533008,-0.7407745538564052,-0.6670809622169535,-0.2752434239886514
2649752844,443,3232235880,62566,0,-0.36898644302335276,-0.3715395628167669,-0.04887529729842049,-0.3329405855658311,-0.4616442990841916
2649752844,443,3232235880,62567,0,-0.01993776348009649,-0.2558588114295683,0.056416501307170304,0.7974859066654406,-0.4519857067314848
3232235777,53,3232235880,57679,1,-0.4302697989736955,-0.3906008744244553,-0.7082333053769849,-0.6598336862834921,-0.2752434239886514
2649752843,443,3232235880,62568,0,-0.06789865074558209,-0.2593473257701216,0.16645030109400233,-0.03353604725387694,-0.4131305447567896
2649752844,443,3232235880,62561,0,-0.414282836551867,-0.38879746543947113,-0.6671047829932732,0.23422124498230684,-0.4971492276738183
2649752844,443,3232235880,62558,0,-0.4276053052367241,-0.3903758089831293,-0.7214908510537859,-0.6464730074488201,-0.40468847613833225
2649752844,443,3232235880,62559,0,-0.4276053052367241,-0.3903758089831293,-0.7214908510537859,-0.6441734212723423,-0.40468847613833225
3232235777,53,3232235880,63148,1,-0.4302697989736955,-0.3900814926367798,-0.3828208205827823,-0.6598579212731817,-0.2752434239886514
3232235777,53,3232235880,61855,1,-0.4302697989736955,-0.39021422353807467,-0.46598178891907854,-0.6601169010374786,-0.2752434239886514
3232235777,53,3232235880,59012,1,-0.4302697989736955,-0.3906239580594631,-0.7226960824789496,-0.6596452820540233,-0.2752434239886514
3232235880,62569,34891812,443,0,-0.3823089117082099,-0.36048250164803214,0.8891804255350009,-0.6232243514192072,-0.5248874531344642
