src,src_port,dst,dst_port,protocol,packet_count,total_bytes,avg_packet_size,flow_duration,avg_ttl
2604007690,53,2604010701,61523,2,-0.21033159365367338,-0.16420673051201584,-0.5535687541615569,-0.3168139496966155,-0.21136261161364645
2604010701,63042,2890006755,443,1,0.4981159710830592,0.22794501921108468,1.6800179036054208,0.795845334982069,-0.17973435457060288
2890006755,443,2604010701,63042,1,1.3353721839537431,0.9163284114978171,2.339467120910215,0.7859702412017981,-0.33787563978582064
2887142267,57621,2887143423,57621,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604010701,51027,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,64971,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,55620,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,56595,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,49615,2604007690,53,2,-0.21033159365367338,-0.1641896598398038,-0.5393053720307903,-0.3168139496966155,-0.17973435457060288
2604010701,52348,2604007690,53,2,-0.21033159365367338,-0.1641896598398038,-0.5393053720307903,-0.3168139496966155,-0.17973435457060288
2604010701,52635,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,64122,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,57456,2604007690,53,2,-0.21033159365367338,-0.16421099818006885,-0.5571345996942485,-0.3168139496966155,-0.17973435457060288
2604010701,58541,2604007690,53,2,-0.21033159365367338,-0.16408296813847853,-0.45015923371349925,-0.3168139496966155,-0.17973435457060288
2604010701,62661,2604007690,53,2,-0.21033159365367338,-0.16408296813847853,-0.45015923371349925,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,64971,2,-0.21033159365367338,-0.16392506442051713,-0.3182229490039085,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,56595,2,-0.21033159365367338,-0.16395493809688821,-0.34318386773275,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,52348,2,-0.21033159365367338,-0.16398054410520627,-0.36457894092889986,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,64122,2,-0.21033159365367338,-0.16383971105945694,-0.24690603835007566,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,62661,2,-0.21033159365367338,-0.16394640276078218,-0.3360521766673667,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51027,2,-0.21033159365367338,-0.1639933471093653,-0.3752764775269748,-0.3168139496966155,-0.21136261161364645
2604010701,57296,2604007690,53,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.17973435457060288
